Multi-GPU support is disabled. Using a single GPU.
+-----------------------+----------------------------------------------------+
| Parameter             | Value                                              |
+-----------------------+----------------------------------------------------+
| train data pattern    | dev/data/fineweb10B/fineweb_train_*.bin            |
| val data pattern      | dev/data/fineweb10B/fineweb_val_*.bin              |
| output log dir        | log124M                                            |
| checkpoint_every      | 5000                                               |
| resume                | 0                                                  |
| micro batch size B    | 32                                                 |
| sequence length T     | 1024                                               |
| total batch size      | 524288                                             |
| LR scheduler          | cosine                                             |
| learning rate (LR)    | 6.000000e-04                                       |
| warmup iterations     | 700                                                |
| final LR fraction     | 0.000000e+00                                       |
| weight decay          | 1.000000e-01                                       |
| skip update lossz     | 0.000000                                           |
| skip update gradz     | 0.000000                                           |
| max_steps             | -1                                                 |
| val_loss_every        | 250                                                |
| val_max_steps         | 20                                                 |
| sample_every          | 20000                                              |
| genT                  | 64                                                 |
| overfit_single_batch  | 0                                                  |
| use_master_weights    | enabled                                            |
| gelu_fusion           | 0                                                  |
| recompute             | 1                                                  |
+-----------------------+----------------------------------------------------+
| device                | NVIDIA A100-PCIE-40GB                              |
| peak TFlops           | 312.0                                              |
| precision             | BF16                                               |
+-----------------------+----------------------------------------------------+
| weight init method    | d12                                                |
| max_sequence_length T | 1024                                               |
| vocab_size V          | 50257                                              |
| padded_vocab_size Vp  | 50304                                              |
| num_layers L          | 12                                                 |
| num_heads NH          | 12                                                 |
| channels C            | 768                                                |
| num_parameters        | 124475904                                          |
+-----------------------+----------------------------------------------------+
| train_num_batches     | 19560                                              |
| val_num_batches       | 20                                                 |
+-----------------------+----------------------------------------------------+
| run hellaswag         | yes                                                |
+-----------------------+----------------------------------------------------+
| num_processes         | 1                                                  |
| zero_stage            | 1                                                  |
+-----------------------+----------------------------------------------------+
num_parameters: 124475904 => bytes: 248951808
allocated 237 MiB for model parameters
batch_size B=32 * seq_len T=1024 * num_processes=1 and total_batch_size=524288
=> setting grad_accum_steps=16
---
WARNING: Failed to open the tokenizer file gpt2_tokenizer.bin
The Tokenizer is a new feature added April 14 2024.
Re-run `python train_gpt2.py` to write it
---
allocating 237 MiB for parameter gradients
allocating 19806 MiB for activations
allocating 474 MiB for AdamW optimizer state m
allocating 474 MiB for AdamW optimizer state v
allocating 474 MiB for master copy of params
device memory usage: 22211 MiB / 40338 MiB
memory per sequence: 618 MiB
 -> estimated maximum batch size: 61
val loss 11.007921
step    1/19560 | loss 11.009662 (+nanz)| norm 15.0789 (+nanz)| lr 8.57e-07 | 4230.95 ms | 31.9% bf16 MFU | 123917 tok/s
step    2/19560 | loss 10.956554 (+nanz)| norm 15.2427 (+nanz)| lr 1.71e-06 | 4385.98 ms | 30.8% bf16 MFU | 119537 tok/s
step    3/19560 | loss 10.848841 (+nanz)| norm 14.7707 (+nanz)| lr 2.57e-06 | 4401.95 ms | 30.7% bf16 MFU | 119315 tok/s
step    4/19560 | loss 10.718262 (+nanz)| norm 12.9215 (+nanz)| lr 3.43e-06 | 4133.71 ms | 32.7% bf16 MFU | 121950 tok/s
step    5/19560 | loss 10.560909 (+nanz)| norm 10.5779 (+nanz)| lr 4.29e-06 | 4136.51 ms | 32.6% bf16 MFU | 123243 tok/s
step    6/19560 | loss 10.415712 (+nanz)| norm 8.5979 (+nanz)| lr 5.14e-06 | 4304.77 ms | 31.4% bf16 MFU | 122922 tok/s
step    7/19560 | loss 10.298368 (+nanz)| norm 7.1433 (+nanz)| lr 6.00e-06 | 4129.90 ms | 32.7% bf16 MFU | 123682 tok/s
step    8/19560 | loss 10.184791 (+nanz)| norm 6.2529 (+nanz)| lr 6.86e-06 | 4102.69 ms | 32.9% bf16 MFU | 124363 tok/s
step    9/19560 | loss 10.061627 (+nanz)| norm 5.4374 (+nanz)| lr 7.71e-06 | 4270.81 ms | 31.6% bf16 MFU | 124125 tok/s
step   10/19560 | loss 10.001709 (+nanz)| norm 4.5052 (+nanz)| lr 8.57e-06 | 4263.28 ms | 31.7% bf16 MFU | 123970 tok/s
step   11/19560 | loss 9.921367 (+nanz)| norm 3.8749 (+nanz)| lr 9.43e-06 | 4253.43 ms | 31.7% bf16 MFU | 123882 tok/s
step   12/19560 | loss 9.842402 (+nanz)| norm 3.4056 (+nanz)| lr 1.03e-05 | 4170.90 ms | 32.4% bf16 MFU | 124093 tok/s
step   13/19560 | loss 9.813234 (+nanz)| norm 2.9473 (+nanz)| lr 1.11e-05 | 4110.33 ms | 32.8% bf16 MFU | 124469 tok/s
step   14/19560 | loss 9.750488 (+nanz)| norm 2.7002 (+nanz)| lr 1.20e-05 | 4115.05 ms | 32.8% bf16 MFU | 124771 tok/s
step   15/19560 | loss 9.708504 (+nanz)| norm 2.4888 (+nanz)| lr 1.29e-05 | 4117.13 ms | 32.8% bf16 MFU | 125022 tok/s
step   16/19560 | loss 9.699456 (+nanz)| norm 2.2917 (+nanz)| lr 1.37e-05 | 4117.61 ms | 32.8% bf16 MFU | 125237 tok/s
step   17/19560 | loss 9.646422 (+nanz)| norm 2.2587 (+nanz)| lr 1.46e-05 | 4119.85 ms | 32.8% bf16 MFU | 125418 tok/s
step   18/19560 | loss 9.650972 (+nanz)| norm 2.1824 (+nanz)| lr 1.54e-05 | 4123.08 ms | 32.7% bf16 MFU | 125567 tok/s
step   19/19560 | loss 9.605820 (+nanz)| norm 2.1945 (+nanz)| lr 1.63e-05 | 4126.25 ms | 32.7% bf16 MFU | 125691 tok/s
step   20/19560 | loss 9.586712 (+nanz)| norm 2.1758 (+nanz)| lr 1.71e-05 | 4197.87 ms | 32.2% bf16 MFU | 125627 tok/s
step   21/19560 | loss 9.574334 (+nanz)| norm 2.1454 (+nanz)| lr 1.80e-05 | 4143.58 ms | 32.6% bf16 MFU | 125698 tok/s
step   22/19560 | loss 9.528930 (+nanz)| norm 2.1589 (+nanz)| lr 1.89e-05 | 4128.93 ms | 32.7% bf16 MFU | 125795 tok/s
step   23/19560 | loss 9.510175 (+nanz)| norm 2.1091 (+nanz)| lr 1.97e-05 | 4131.88 ms | 32.7% bf16 MFU | 125876 tok/s
step   24/19560 | loss 9.469498 (+nanz)| norm 2.0948 (+nanz)| lr 2.06e-05 | 4140.01 ms | 32.6% bf16 MFU | 125931 tok/s
step   25/19560 | loss 9.477726 (+nanz)| norm 1.9898 (+nanz)| lr 2.14e-05 | 4135.89 ms | 32.6% bf16 MFU | 125990 tok/s
step   26/19560 | loss 9.437282 (+nanz)| norm 2.0031 (+nanz)| lr 2.23e-05 | 4138.40 ms | 32.6% bf16 MFU | 126038 tok/s
step   27/19560 | loss 9.403340 (+nanz)| norm 1.9765 (+nanz)| lr 2.31e-05 | 4138.26 ms | 32.6% bf16 MFU | 126082 tok/s
step   28/19560 | loss 9.370203 (+nanz)| norm 2.0160 (+nanz)| lr 2.40e-05 | 4223.60 ms | 32.0% bf16 MFU | 125952 tok/s
step   29/19560 | loss 9.332394 (+nanz)| norm 1.9838 (+nanz)| lr 2.49e-05 | 4124.20 ms | 32.7% bf16 MFU | 126029 tok/s
step   30/19560 | loss 9.272824 (+nanz)| norm 1.9640 (+nanz)| lr 2.57e-05 | 4128.35 ms | 32.7% bf16 MFU | 126092 tok/s
step   31/19560 | loss 9.275490 (+nanz)| norm 2.0041 (+nanz)| lr 2.66e-05 | 4137.69 ms | 32.6% bf16 MFU | 126131 tok/s
step   32/19560 | loss 9.188584 (+nanz)| norm 2.0412 (+nanz)| lr 2.74e-05 | 4174.13 ms | 32.3% bf16 MFU | 126098 tok/s
step   33/19560 | loss 9.176476 (+nanz)| norm 2.0451 (+nanz)| lr 2.83e-05 | 4136.32 ms | 32.6% bf16 MFU | 126139 tok/s
step   34/19560 | loss 9.165335 (+nanz)| norm 1.8541 (+nanz)| lr 2.91e-05 | 4140.08 ms | 32.6% bf16 MFU | 126169 tok/s
step   35/19560 | loss 9.103426 (+nanz)| norm 1.8705 (+nanz)| lr 3.00e-05 | 4142.12 ms | 32.6% bf16 MFU | 126194 tok/s
step   36/19560 | loss 9.058358 (+nanz)| norm 1.9719 (+nanz)| lr 3.09e-05 | 4140.40 ms | 32.6% bf16 MFU | 126220 tok/s
step   37/19560 | loss 9.031192 (+nanz)| norm 1.8209 (+nanz)| lr 3.17e-05 | 4142.15 ms | 32.6% bf16 MFU | 126241 tok/s
step   38/19560 | loss 8.993504 (+nanz)| norm 1.7821 (+nanz)| lr 3.26e-05 | 4147.44 ms | 32.6% bf16 MFU | 126251 tok/s
step   39/19560 | loss 8.993260 (+nanz)| norm 1.8170 (+nanz)| lr 3.34e-05 | 4146.76 ms | 32.6% bf16 MFU | 126262 tok/s
step   40/19560 | loss 8.945227 (+nanz)| norm 1.9611 (+nanz)| lr 3.43e-05 | 4148.86 ms | 32.5% bf16 MFU | 126268 tok/s
step   41/19560 | loss 8.924161 (+nanz)| norm 1.7252 (+nanz)| lr 3.51e-05 | 4146.73 ms | 32.6% bf16 MFU | 126277 tok/s
step   42/19560 | loss 8.840546 (+nanz)| norm 1.6425 (+nanz)| lr 3.60e-05 | 4149.30 ms | 32.5% bf16 MFU | 126282 tok/s
step   43/19560 | loss 8.828052 (+nanz)| norm 1.9041 (+nanz)| lr 3.69e-05 | 4153.26 ms | 32.5% bf16 MFU | 126279 tok/s
step   44/19560 | loss 8.797678 (+nanz)| norm 1.9745 (+nanz)| lr 3.77e-05 | 4150.49 ms | 32.5% bf16 MFU | 126281 tok/s
step   45/19560 | loss 8.754341 (+nanz)| norm 1.7848 (+nanz)| lr 3.86e-05 | 4152.82 ms | 32.5% bf16 MFU | 126280 tok/s
step   46/19560 | loss 8.743610 (+nanz)| norm 1.5604 (+nanz)| lr 3.94e-05 | 4153.43 ms | 32.5% bf16 MFU | 126277 tok/s
step   47/19560 | loss 8.667219 (+nanz)| norm 1.6708 (+nanz)| lr 4.03e-05 | 4156.95 ms | 32.5% bf16 MFU | 126268 tok/s
step   48/19560 | loss 8.624627 (+nanz)| norm 1.8508 (+nanz)| lr 4.11e-05 | 4158.92 ms | 32.5% bf16 MFU | 126257 tok/s
step   49/19560 | loss 8.603673 (+nanz)| norm 1.6588 (+nanz)| lr 4.20e-05 | 4157.36 ms | 32.5% bf16 MFU | 126249 tok/s
step   50/19560 | loss 8.599054 (+nanz)| norm 1.5660 (+nanz)| lr 4.29e-05 | 4156.48 ms | 32.5% bf16 MFU | 126243 tok/s
step   51/19560 | loss 8.553245 (+nanz)| norm 1.5046 (+nanz)| lr 4.37e-05 | 4157.61 ms | 32.5% bf16 MFU | 126235 tok/s
step   52/19560 | loss 8.453740 (+nanz)| norm 1.5689 (+nanz)| lr 4.46e-05 | 4155.61 ms | 32.5% bf16 MFU | 126232 tok/s
step   53/19560 | loss 8.464266 (+nanz)| norm 1.6172 (+nanz)| lr 4.54e-05 | 4154.73 ms | 32.5% bf16 MFU | 126229 tok/s
step   54/19560 | loss 8.432980 (+nanz)| norm 1.6175 (+nanz)| lr 4.63e-05 | 4154.84 ms | 32.5% bf16 MFU | 126227 tok/s
step   55/19560 | loss 8.428986 (+nanz)| norm 1.4727 (+nanz)| lr 4.71e-05 | 4156.26 ms | 32.5% bf16 MFU | 126223 tok/s
step   56/19560 | loss 8.355106 (+nanz)| norm 1.6176 (+nanz)| lr 4.80e-05 | 4158.23 ms | 32.5% bf16 MFU | 126215 tok/s
